album,song_title,writers,capo,intro_chords,verse_chords,verse_lyrics,pre_chorus_chords,pre-chorus_lyrics,chorus_chords,chorus_lyrics,post_chorus_chords,Post_Chorus_Lyrics,bridge_chords,bridge_lyrics,outro_chords,outro_lyrics,multi_verse,multi_bridge,core_title,common_id,intro_chordsTransposed,verse_chordsTransposed,pre_chorus_chordsTransposed,chorus_chordsTransposed,post_chorus_chordsTransposed,bridge_chordsTransposed,outro_chordsTransposed
Midnights,snow on the beach,Taylor Swift Lana Del Rey Jack Antonoff,2,NONE,G-Em-C-G-D,One night a few moons ago/I saw flecks of what could've been lights/But it might just have been you/ Passing by unbeknownst to me/Life is emotionally abusive/And time can't stop me quite like you did/And my flight was awful thanks for asking/I’m unglued thanks to you,NONE,NONE,Em-C-Bm-G-D,And it's like snow at the beach/Weird but fucking beautiful/Flying in a dream/Stars by the pocketful/You wanting me/Tonight feels impossible/ But it's coming down/No sound it's all around,Em-C-Bm-G-D,Like snow on the beach/Like snow on the beach/Like snow on the beach/Like snow ah,Em-C-G-D,I can't speak afraid to jinx it/I don't even dare to wish it/ But your eyes are flying saucers from another planet,Em-C-G-D,Like snow on the beach/(It’s coming down it's coming down)/(It's coming down it's coming down)/Like snow on the beach/(It's coming down it's coming down),False,False,snow on the beach,130,NONE,A-F#m-D-A-E,NONE,F#m-D-C#m-A-E,F#m-D-C#m-A-E,F#m-D-A-E,F#m-D-A-E
Evermore,gold rush,Taylor Swift  Jack Antonoff,2,Em-C,Em-C-Bm-D,Gleaming  twinkling/Eyes like sinking/Ships on waters/So inviting  I almost jump in,F-C-G,What must it be like to grow up that beautiful?/With your hair falling into place like dominoes/I see me padding across your wooden floors/With my Eagles T-shirt hanging from the door,Em-C-Bm-D,But I don't like a gold rush  gold rush/I don't like anticipatin' my face in a red flush/I don't like that anyone would die to feel your touch/Everybody wants you/Everybody wonders what it would be like to love you/Walk past  quick brush/I don't like slow motion  double vision in rose blush/I don't like that falling feels like flying 'til the bone crush/Everybody wants you/But I don't like a gold rush,C-G-F-C-D,At dinner parties  I call you out on your contrarian shit/And the coastal town we wandered 'round had nеver seen a love as pure as it/And thеn it fades into the gray of my day-old tea/‘Cause it could never be,NONE,NONE,Em-C-Bm-D,Gleaming  twinkling/Eyes like sinking/Ships on waters/So inviting  I almost jump in,False,False,gold rush,48,F#m-D,F#m-D-C#m-E,G-D-A,F#m-D-C#m-E,D-A-G-D-E,NONE,F#m-D-C#m-E
Reputation,dancing with our hands tied,Taylor Swift Max Martin Shellback Oscar Holter,1,Em -Bm7-G-Asus2,Em-Bm-G-G,I  I loved you in secret/First sight  yeah  we love without reason/  Oh  twenty-five years old/Oh  how were you to know?/And my  my love had been frozen/Deep blue  but you painted me golden/Oh  and you held me close/Oh  how was I to know?,Em-Bm7-G-G,I could've spent forever with your hands in my pockets/ Picture of your face in an invisible locket/  You said there was nothing in the world that could stop it/  I had a bad feeling,Em-Bm7-G-G-Asus2,But we were dancing/Dancing with our hands tied  hands tied/  Yeah  we were dancing/  Like it was the  first time  first time/Yeah  we were dancing/Dancing with our hands tied  hands tied/Yeah  we were dancing/And I had a   bad feelingggg/But we were dancing,NONE,NONE,Bm-G-G-Asus2-Em,I'd kiss you as the lights went out/  Swaying as the room burned down/  I'd hold you as the water rushes in/If I could dance with you again/I’d kiss you as the lights went out/  Swaying as the room burned down/  I'd hold you as the water rushes in/  If I could dance with you again (yeah yeah),Em-Bm7-G-G-Asus2-Bm,Hands tied  hands tied,False,False,dancing with our hands tied,171,Fm -Cm7-G#-A#sus2,Fm-Cm-G#-G#,Fm-Cm7-G#-G#,Fm-Cm7-G#-G#-A#sus2,NONE,Cm-G#-G#-A#sus2-Fm,Fm-Cm7-G#-G#-A#sus2-Cm
Folklore,hoax,Taylor Swift  Aaron Dessner,1,NONE,Am-G-C-D,My only one/My smoking gun/My eclipsed sun/This has broken me down/My twisted knife/My sleepless night/My winless fight/This has frozen my ground,NONE,NONE,Em-Am-D-G,Stood on the cliffside screaming  'Give me a reason’/Your faithless love's the only hoax I believe in/Don't want no other shade of blue but you/No other sadness in the world would do,NONE,NONE,Am-G-C-D,You know I left a part of me back in New York/You knew the hero died so what's the movie for?/You knew it still hurts underneath my scars/From when they pulled me apart/You knew the password so I let you in the door/You knew you won so what's the point of keeping score?/You knew it still hurts underneath my scars/From when they pulled me apart/But what you did was just as dark/(Ah  ah  ah)/Darling  this was just as hard/As when they pulled me apart,G-C-D-G-Em-Am-D-G,My only one/My kingdom come undone/My broken drum/You have beaten my heart/Don't want no other shade of blue but you/No other sadness in the world would do,False,False,hoax,81,NONE,A#m-G#-C#-D#,NONE,Fm-A#m-D#-G#,NONE,A#m-G#-C#-D#,G#-C#-D#-G#-Fm-A#m-D#-G#
Evermore,no body no crime,Taylor Swift,3,Em-C-D-Am,Em-C-D-Am,Este’s a friend of mine/We meet up every Tuesday night for dinner and a glass of wine/Este’s been losin' sleep/Her husband's actin' different and it smells like infidelity/She says  'That ain't my Merlot on his mouth/That ain't my jewelry on our joint account’/No  there ain't no doubt/I think I'm gonna call him out,NONE,NONE,Em-Am-C-D,She says  'I think he did it  but I just can't prove it’/I think he did it  but I just can't prove it/I think he did it  but I just can't prove it/No  no body  no crime/But I ain't lettin' up until the day I die,C-D-Am-Em,No  no/I think he did it/No  no/He did it,Am-Em-Bm-Em-Am-B7,Good thing my daddy made me get a boating license when I was fifteen/And I've cleaned enough houses to know how to cover up a scene/Good thing Este's sister's gonna swear she was with me (She was with me  dude)/Good thing his mistress took out a big life insurance policy,Em-Am-C-D,No  no body  no crime/I wasn't lettin' up until the day he/No  no body  no crime/I wasn't lettin' up until the day he/No  no body  no crime/I wasn't lettin' up until the day he died,False,False,no body no crime,47,Gm-D#-F-Cm,Gm-D#-F-Cm,NONE,Gm-Cm-D#-F,D#-F-Cm-Gm,Cm-Gm-Dm-Gm-Cm-D7,Gm-Cm-D#-F
Lover,i think he knows,Taylor Swift Jack Antonoff,0,Bb-Gm,Bb-Gm,I think he knows/His footprints on the sidewalk/Lead to where I can't stop/Go there every night/I think he knows/His’hands around a cold glass/Make me wanna know that/Body like it's mine,Bb-Bb-Gm-Gm,He got that boyish look that I like in a man/I am an architect  I'm drawing up the plans/It's like I'm 17  nobody understands/No one understands,Eb-F-Bb-Gm,He got my heartbeat/Skipping down 16th Avenue/Got that  oh  I mean/Wanna see what's under that attitude like/I want you  bless my soul/And I ain't gotta tell him  I think he knows/I think he knows,NONE,NONE,Bb-Dm-Dm-Eb-F,Lyrical smile  indigo eyes  hand on my thigh/We can follow the sparks  I'll drive/Lyrical smile  indigo eyes  hand on my thigh/We can follow the sparks  I'll drive/'So where we gonna go?’/I whisper in the dark/'Where we gonna go?’/I think he knows,NONE,NONE,False,False,i think he knows,100,Bb-Gm,Bb-Gm,Bb-Bb-Gm-Gm,Eb-F-Bb-Gm,NONE,Bb-Dm-Dm-Eb-F,NONE
Speak Now(Taylor’s Version),timeless (taylor's version) (from the vault),Taylor Swift,0,Eb-Bb-Cm-Bb-Ab,Eb-Bb-Cm-Bb-Ab,Down the block there's an antique shop/And something in my head said stop  so I walked in/On the counter was a cardboard box/And the sign said  'Photos twenty five cents each/Black and white  saw a thirties bride/And two lovers laughing on the porch of their first house/The kinda love that you can only find once in a lifetime  the kind you don't put down/And that's when I called you and it's so hard to explain  but/In those photos I saw us instead,NONE,NONE,Eb-Bb-Cm-Bb-Ab,On a crowded street in 1944  and you were headed off to fight in the war/You still would've been mine/We would have been timeless/I would've read your love letters every single night/And prayed to God you'd be coming home all right/And you would've been fine/We would have been timeless,NONE,NONE,Bb-Cm-Ab-Eb,Time breaks down your mind and body/Don’t you let it touch your soul/It was like an age old classic/The first time that you saw me/The story started when you said ‘hello'/In a crowded room a few short years ago/And sometimes there's no proof  you just know/You're always gonna be mine  we're gonna be/I’m gonna love you when our hair is turning grey/We’ll have a cardboard box of photos of the life we made/And you'll say  'Oh my  we really were timeless’,NONE,NONE,False,False,timeless taylors version from the vault,200,Eb-Bb-Cm-Bb-Ab,Eb-Bb-Cm-Bb-Ab,NONE,Eb-Bb-Cm-Bb-Ab,NONE,Bb-Cm-Ab-Eb,NONE
The Tortured Poets Department,the prophecy,Taylor Swift Aaron Dessner,1,Bm-F#m-D-A,Bm-F#m-D-A,Hand on the throttle/Thought I caught lightning in a bottle/Oh but it's gone again/And it was written/I got cursed like Eve got bitten/Oh was it punishment?/Pad around when I get home,NONE,NONE,E-F#m-D-A,Please/I’ve been on my knees/Change the prophecy/Don’t want money/Just someone who wants my company/Let it once be me/Who do I have to speak to/About if they can redo the prophecy?,NONE,NONE,D-A-E-D,And I sound like an infant/Feeling like the very last drops of an ink pen/A greater woman stays cool/But I howl like a wolf at the moon/And I look unstable/Gathered with a coven 'round a sorceress' table/A greater woman has faith/But even statues crumble if they're made to wait/I'm so afraid I sealed my fate/No sign of soulmates/I’m just a paperweight in shades of greige/Spending my last coin so someone will tell me it'll be okay,F#m-D-A-E,Hand on the throttle/Thought I caught lightning in a bottle/Oh but it's gone again/Pad around when I get home/I guess a lesser woman would've lost hope/A greater woman wouldn't beg/But I looked to the sky and said (Please),False,False,the prophecy,224,Cm-F##m-D#-A#,Cm-F##m-D#-A#,NONE,F-F##m-D#-A#,NONE,D#-A#-F-D#,F##m-D#-A#-F
Lover,death by a thousand cuts,Taylor Swift Jack Antonoff,0,CHORUS,E-E-G#m-A-B,I dress to kill my time  I take the long way home/I ask the traffic lights if it'll be alright  they say  'I don't know’/And what once was ours  is no one's now/I see you everywhere  the only thing we share is this small town/You said it was a great love  one for the ages/But if the story's over  why am I still writing pages?,NONE,NONE,E-E-C#m-E-A-C#m-E-A-C#m-F#m-Bsus4-B,Saying goodbye is death by a thousand cuts/Flashbacks waking me up/I get drunk  but it's not enough/‘Cause the morning comes and you're not my baby,NONE,NONE,E-E-G#m-A-B,My heart  my hips  my body  my love/Tryna find a part of me that you didn't touch.Gave up on me like I was a bad drug/Now I'm searching for signs in a haunted club,E-E-C#m-E-A-C#m-F#m-Bsus4-B,I take the long way home/I ask the traffic lights if it'll be alright/They say  'I don't know’,False,False,death by a thousand cuts,114,CHORUS,E-E-G#m-A-B,NONE,E-E-C#m-E-A-C#m-E-A-C#m-F#m-Bsus4-B,NONE,E-E-G#m-A-B,E-E-C#m-E-A-C#m-F#m-Bsus4-B
Speak Now(Taylor’s Version),innocent (taylor's version),Taylor Swift,0,C#m-B/D#-E-Asus2,C#m-B/D#-E-Asus2,I guess you really did it this time/Left yourself in your warpath/Lost your balance on a tightrope/Lost your mind tryin’ to get it back,Bsus4-C#m-Asus2,Wasn’t it easier in your lunchbox days?/Always a bigger bed to crawl into/Wasn’t it beautiful when you believed in everything?/And everybody believed in you?,E-Bsus4-C#m7-Asus2,It’s all right  just wait and see/Your string of lights is still bright to me/Oh  who you are is not where you’ve been/You’re still an innocent,NONE,NONE,C#m-E-Asus2-Bsus4-C#m-E,Time turns flames to embers  you'll have new Septembers/Every one of us has messed up too/Minds change like the weather  I hope you remember/Today is never to late to be brand new,C#m-B/D#-E-Asus2,Lost your balance on a tightrope/It's never too late to get back,False,False,innocent taylors version,197,C#m-B/D#-E-Asus2,C#m-B/D#-E-Asus2,Bsus4-C#m-Asus2,E-Bsus4-C#m7-Asus2,NONE,C#m-E-Asus2-Bsus4-C#m-E,C#m-B/D#-E-Asus2
Speak Now(Taylor’s Version),mean (taylor's version),Taylor Swift,0,NONE,C#m-B-A,You  with your words like knives and swords/And weapons that you use against me/You  have knocked me off my feet again/Got me feelin' like a nothin’/You  with your voice like nails on a chalk board/Callin' me out when I'm wounded/You  pickin' on the weaker man,B-E-A-B,Well you can take me down with just one single blow/But you don't know  what you don't know,E-B-C#m-A,Someday I'll be livin' in a big ol' city/And all you're ever gonna be is mean/Someday I'll be big enough so you can't hit me/And all you're ever gonna be is mean/Why you gotta be so mean?,NONE,NONE,E-A-B-C#M-B-A,And I can see you years from now in a bar/Talkin' over a football game/With that same big loud opinion/But nobody's listening/Washed up and ranting about the/Same old bitter things/Drunk and grumblin' all about how I   can't sing/But all you are is mean/All you are is mean  and a liar  and pathetic/And alone in life and mean  and mean  and mean  and mean,NONE,NONE,False,False,mean taylors version,190,NONE,C#m-B-A,B-E-A-B,E-B-C#m-A,NONE,E-A-B-C#M-B-A,NONE
Speak Now(Taylor’s Version),the story of us (taylor's version),Taylor Swift,0,B-C#M-E-A,E-B-A,I used to think one day we'd tell the story of us/How we met and the sparks flew instantly/And people would say  'They're the lucky ones’/I used to know my place was a spot next to you/Now I'm searching the room for an empty seat/'Cause lately I don't even know what page you're on,B-C#m-A-E,Oh  a simple complication/Miscommunications lead to fall out/So many things that I wish you knew/So many walls that I can't break through,E-B-A-C#m-B-A,Now I'm standing alone in a crowded room and we're not speaking/And I'm dying to know  is it killing you like it's killing me?/I don't know what to say since a twist of fate/When it all broke down/And the story of us looks a lot like a tragedy now,NONE,NONE,E-A-C#m-B-A,This is looking like a contest/Of who can act like they care less/But I liked it better when you were on my side/The battle's in your hands now/But I would lay my armor down/If you said you'd rather love than fight,NONE,NONE,False,False,the story of us taylors version,191,B-C#M-E-A,E-B-A,B-C#m-A-E,E-B-A-C#m-B-A,NONE,E-A-C#m-B-A,NONE
Speak Now(Taylor’s Version),dear john (taylor's version),Taylor Swift,0,E-Asus2,E-Asus2-B-C#m-B,Long were the nights when my days once revolved around you/Counting my footsteps  prayin' the floor won't fall through  again/My mother accused me of losing my mind/But I swore I was fine/You paint me a blue sky and go back and turn it to rain/And I lived in your chess game but you changed the rules every day/Wondering which version of you I might get on the phone  tonight/Well I stopped pickin' up and this song is to let you know why,NONE,NONE,E-A-C#m-B-A-Asus2,Dear John  I see it all now that you're gone/Don’t you think I was too young to be messed with?/The girl in the dress cried the whole way home/I should've known,NONE,NONE,C#m-B-A-Asus2,You are an expert at sorry and keeping lines blurry/And never impressed by me acing your tests/All the girls that you run dry have tired lifeless eyes/‘Cause you burned them out/But I took your matches before fire could catch me.So don't look now/I’m shining like fireworks/Over your sad empty town,E-Aus2,You should've known/You should've known/Don’t you think I was too young?/You should've known,False,False,dear john taylors version,189,E-Asus2,E-Asus2-B-C#m-B,NONE,E-A-C#m-B-A-Asus2,NONE,C#m-B-A-Asus2,E-Aus2
